wordlist,countlist,maxlike,totallike,avelike
thingsisee,1,21,21,21
telephone,1,21,21,21
travels,1,21,21,21
payphone,1,21,21,21
traveler,1,21,21,21
boredpanda,1,21,21,21
travelstories,1,5,5,5
handoftheking,1,43,43,43
gameofthrones,1,43,43,43
kingshand,1,43,43,43
