wordlist,countlist,maxlike,totallike,avelike
pdxtile,1,9,9,9
obelife,1,28,28,28
blessed,2,30,58,29
bottomsup,1,28,28,28
animeoftheday,1,17,17,17
animelover,1,17,17,17
animeofinstagram,1,17,17,17
shinigami,1,17,17,17
bleach,1,17,17,17
animeoftheweek,1,17,17,17
anime,1,17,17,17
spaniel,1,8,8,8
kingcharles,1,8,8,8
cavalier,1,8,8,8
puppies,1,8,8,8
dogs,1,8,8,8
flower,2,10,19,9
nature,5,12,49,9
white,4,22,53,13
blooming,2,10,19,9
namethatflower,2,10,19,9
red,2,10,19,9
6months,1,39,39,39
flashback,1,39,39,39
5,1,39,39,39
babylucas,1,39,39,39
timemanagement,1,31,31,31
leaders,1,31,31,31
business,1,31,31,31
wastingtime,1,31,31,31
leadership,1,31,31,31
opportunities,1,31,31,31
opportunity,1,31,31,31
change,1,31,31,31
mindset,1,31,31,31
lessons,1,31,31,31
living,1,31,31,31
networking,1,31,31,31
millionaire,1,31,31,31
time,1,31,31,31
bosses,1,31,31,31
dreamcometrue,1,20,20,20
portlandwins,1,20,20,20
bliss,1,20,20,20
riecksmovetoportland,1,20,20,20
daytona675,1,13,13,13
vwcc,1,13,13,13
lifestylechange,1,18,18,18
pcos,1,18,18,18
sheddingforthewedding,1,18,18,18
healthyliving,1,18,18,18
pcosweightloss,1,18,18,18
weightloss,1,18,18,18
mountains,3,12,30,10
amazing,1,12,12,12
southwestairlines,3,12,30,10
mountsainthelens,1,12,12,12
thatface,1,18,18,18
catsofinstagram,1,18,18,18
puertorico,1,6,6,6
whatabouttheroof,1,6,6,6
screwthecarpet,1,6,6,6
mtbaker,1,9,9,9
philadelphia,1,7,7,7
fishtown,1,7,7,7
alaskaair,1,7,7,7
seattle,1,7,7,7
horizon,1,7,7,7
missportland,1,12,12,12
oldcarpet,1,13,13,13
loudmouth,1,4,4,4
urbanhippie,1,4,4,4
dreamchaser,1,4,4,4
keepingitreal,1,4,4,4
livethelifeyoudreamof,1,4,4,4
valleygirl,1,4,4,4
washingtongirl,2,47,51,25
washingtonian,1,4,4,4
organicmama,1,4,4,4
hotmominthemaking,1,4,4,4
reallife,1,4,4,4
heartofgoldheadofsteel,1,4,4,4
christianmama,1,4,4,4
heisalwaysenough,1,4,4,4
wildchild,1,4,4,4
teambelieveinesteem,1,4,4,4
createyourownreality,1,4,4,4
attachedparent,1,4,4,4
lyndsey,1,4,4,4
sweetlysarcastic,1,4,4,4
mamaoftwo,1,4,4,4
pnwfamily,1,4,4,4
flawedyetadored,1,4,4,4
slightlyginger,1,4,4,4
lifewithoutlimits,1,4,4,4
saggitarius,1,4,4,4
healthymamahappymama,1,4,4,4
foulmouthedmama,1,4,4,4
tattooedmama,1,4,4,4
diseased,1,3,3,3
autocorrectprobs,1,3,3,3
tessa,1,3,3,3
whyaremytextsblue,1,3,3,3
whydoimakegoodchoices,1,3,3,3
helpme,1,3,3,3
publicpool,1,3,3,3
missioncomplete,1,44,44,44
imback,1,44,44,44
jazzcostume,1,11,11,11
danceworks,1,11,11,11
dancepictureday,1,11,11,11
welcometonewyork,1,11,11,11
circumnavigationoforegon,1,19,19,19
lmao,1,25,25,25
nothoughts,1,25,25,25
mexico,2,64,89,44
byefelicia,1,25,25,25
damn,1,25,25,25
byebye,1,25,25,25
hate,1,25,25,25
misshim,1,25,25,25
thisfamily,1,25,25,25
yay,1,8,8,8
bestfriend,1,8,8,8
gayuk,2,56,109,54
gaymanchester,2,56,109,54
nigga,2,56,109,54
schizoydman,2,56,109,54
justme,2,56,109,54
homo,2,56,109,54
instago,2,56,109,54
kkk,2,56,109,54
gaybeard,2,56,109,54
instagood,2,56,109,54
gaymanproblems,2,56,109,54
gayteen,2,56,109,54
instaboy,2,56,109,54
instaboys,2,56,109,54
instagays,2,56,109,54
medusapicks,2,56,109,54
guy,2,56,109,54
followme,2,56,109,54
onestopfabshop,1,73,73,73
districtfab,1,73,73,73
cncplasma,1,73,73,73
custom,1,73,73,73
shoplife,1,73,73,73
fabrication,1,73,73,73
washingtonfever,1,47,47,47
nwportland,1,41,41,41
ladiesofthenight,1,41,41,41
art,2,24,37,18
sickwidit,1,24,24,24
rattlecan,1,24,24,24
dope,1,24,24,24
trippy,1,24,24,24
cruzroom,1,24,24,24
klutchomural,1,24,24,24
spraypaint,1,24,24,24
flightattendantlife,4,24,85,21
boeing,1,22,22,22
falife,4,24,85,21
planneraddict,1,51,51,51
planner,1,51,51,51
memoryplanner,1,51,51,51
addicted,1,51,51,51
plannerlife,1,51,51,51
reallifememe,1,30,30,30
gettingpaid,3,24,63,21
livingthedream,3,24,63,21
comeflywithme,3,24,63,21
lovelife,3,24,63,21
luckygirl,2,24,46,23
mylifeisyourvacation,2,24,46,23
lifeisgood,2,24,46,23
iamalaska,1,24,24,24
goodnight,1,21,21,21
the1975,1,21,21,21
loves,1,21,21,21
plants,1,22,22,22
whitetumblr,1,22,22,22
whitetheme,3,22,44,14
comments,1,22,22,22
likes,2,22,32,16
fruit,1,157,157,157
mealprep,1,157,157,157
masonjars,1,157,157,157
powerglide,1,143,143,143
chevrolet,1,143,143,143
portlandparkedcars,1,143,143,143
saltys,1,143,143,143
slamもいいね,1,14,14,14
今日は珍しくagressiveなやつの気分,1,14,14,14
horizonair,1,44,44,44
rockstars,1,44,44,44
hairstyle,1,16,16,16
pompadour,1,16,16,16
haircut,1,16,16,16
menshair,1,16,16,16
cuttingcomb,1,16,16,16
comb,1,16,16,16
menscut,1,16,16,16
oldhouses,1,145,145,145
oldpeople,1,145,145,145
