wordlist,countlist,maxlike,totallike,avelike
heirloomtomatoes,1,40,40,40
dinner,1,40,40,40
burratta,1,40,40,40
stickybrand,1,75,75,75
jurassicgang,1,75,75,75
soonenoughlove,1,9,9,9
vinyl,1,9,9,9
vows,1,9,9,9
sleeptraining,1,9,9,9
gotosleep,1,9,9,9
daddytakesbedtime,1,9,9,9
bbqbeef,1,12,12,12
brocolli,1,12,12,12
kale,1,12,12,12
fromtheinsideout,1,12,12,12
athlete,1,12,12,12
bbqchicken,1,12,12,12
peas,1,12,12,12
grow,1,12,12,12
damedoll,1,12,12,12
nocarbsintheevening,1,12,12,12
restday,1,12,12,12
outforresults,1,12,12,12
bbqorbust,1,12,12,12
interiordesign,1,23,23,23
midcentury,1,23,23,23
whatisit,1,10,10,10
339north,1,10,10,10
beach,1,5,5,5
